,word1,word2,prediction
1001,hotel,house,-0.21208524703979492
1002,house,poster,-0.47962188720703125
1003,house,staircase,-0.23238736391067505
1004,house,windmill,-0.3939245939254761
1005,hummingbird,moss,-0.4722142815589905
1006,hummingbird,reptile,-0.1040571928024292
1007,husky,painting,-0.5848336219787598
1008,husky,play,-0.4490068554878235
1009,icon,representation,-0.6065647304058075
1010,idea,stop,-0.465084969997406
1011,image,image,-0.0
1012,implement,use,-0.3679097890853882
1013,improvement,recovery,-0.1051783561706543
1014,income,sales,-0.23192602396011353
1015,index,mass,-0.9531714990735054
1016,information,target,-0.5358447730541229
1017,inhale,smoking,-0.21619504690170288
1018,initial,letter,-0.46901583671569824
1019,ink,liquid,-0.292789101600647
1020,ink,pencil,-0.11591672897338867
1021,installation,zoo,-0.651878297328949
1022,instruction,lesson,-0.3623237609863281
1023,instruction,recipe,-0.747078537940979
1024,intending,plan,-0.31986236572265625
1025,intensity,quiet,-0.40955787897109985
1026,interest,possess,-0.7418347597122192
1027,interior,roof,-0.4051380753517151
1028,interior,tall,-0.4141889214515686
1029,interior,wall,-0.4349571466445923
1030,invalid,void,-0.3836456537246704
1031,ipod,rope,-0.5938193500041962
1032,iron,splash,-0.5051743984222412
1033,isolation,solitude,-0.24831753969192505
1034,israel,terror,-0.14679527282714844
1035,item,newspaper,-0.6640255153179169
1036,ivy,urban,-0.4445844888687134
1037,jacket,jean,-0.625323623418808
1038,jacket,leather,-0.04128527641296387
1039,jacket,shirt,-0.005047440528869629
1040,jackson,quota,-0.9000447615981102
1041,jaguar,pier,-0.3681815266609192
1042,jail,nick,-0.800787478685379
1043,jazz,musician,-0.1693868637084961
1044,jazz,neck,-0.8689230382442474
1045,jazz,piano,-0.09574306011199951
1046,jean,outfit,-0.5072428286075592
1047,jean,shirt,-0.6571128964424133
1048,jellyfish,texture,-0.5209836363792419
1049,jewel,person,-0.667651891708374
1050,joke,law,-0.8621010035276413
1051,journal,writing,-0.4191531538963318
1052,jump,sunlight,-0.5712992548942566
1053,jumper,sweater,-0.5314616560935974
1054,justice,official,-0.3441258668899536
1055,juvenile,rope,-0.6111382246017456
1056,keep,keep,-0.0
1057,key,palace,-0.9972014368977398
1058,kiss,lip,-0.3211368918418884
1059,kiss,sweet,-0.4477730393409729
1060,kitchen,outfit,-0.6493925452232361
1061,kitchen,sleep,-0.5873275101184845
1062,kitchen,stair,-0.23736858367919922
1063,kitchen,wedding,-0.5499080121517181
1064,kitten,kitty,-0.11049807071685791
1065,kitten,paw,-0.16378062963485718
1066,kitten,rain,-0.7991473376750946
1067,kitty,licking,-0.24914520978927612
1068,knitting,stitch,-0.2495446801185608
1069,lady,stop,-0.6466283202171326
1070,lady,sunset,-0.46248239278793335
1071,lager,yeast,-0.23110777139663696
1072,lake,valley,-0.03866499662399292
1073,lamb,young,-0.7506153136491776
1074,lamp,light,-0.2879694104194641
1075,landscape,painting,-0.15982019901275635
1076,lantern,oak,-0.24406832456588745
1077,lapse,suspension,-0.2609635591506958
1078,last,senior,-1.0446429289877415
1079,law,lawyer,-0.6418711841106415
1080,law,mosaic,-0.8943397924304008
1081,law,similarity,-0.6419722139835358
1082,leaf,nature,-0.6758709847927094
1083,learning,study,-0.4064515233039856
1084,leather,sunshine,-0.6729137897491455
1085,lebanon,war,-0.12419360876083374
1086,left,play,-0.6419410705566406
1087,left,sitting,-0.47307664155960083
1088,left,smile,-0.693376213312149
1089,left,stop,-0.6970382630825043
1090,left,walk,-0.43954241275787354
1091,levy,request,-0.5006128251552582
1092,license,security,-0.2329002022743225
1093,licking,puppy,-0.16859400272369385
1094,licking,sitting,-0.29753249883651733
1095,lie,line,-0.5605335533618927
1096,life,story,-0.5518335998058319
1097,light,neon,-0.23515313863754272
1098,light,shade,-0.21111059188842773
1099,light,sleep,-0.6851227581501007
1100,lighter,lighter,-0.0
1101,lighting,person,-0.7915808409452438
1102,lily,purple,-0.24791860580444336
1103,line,lunch,-0.5687799751758575
1104,line,temple,-0.6953037679195404
1105,lineup,roll,-0.7028585374355316
1106,lingerie,underground,-0.8314047008752823
1107,link,union,-0.5733763873577118
1108,lion,square,-0.6059450507164001
1109,lion,tiger,-0.12460732460021973
1110,lip,run,-0.5355214774608612
1111,liquid,liquid,-0.0
1112,liquid,matter,-0.865560919046402
1113,list,position,-0.8021850883960724
1114,live,makeup,-0.7037622630596161
1115,live,race,-0.7752278447151184
1116,living,support,-0.8183216899633408
1117,load,weight,-0.4595531225204468
1118,location,property,-0.5792773962020874
1119,look,look,-0.0
1120,looking,search,-0.7135111093521118
1121,lost,people,-1.0230756681412458
1122,low,shoulder,-0.6907156407833099
1123,lower,sustain,-0.5160132050514221
1124,machine,pond,-0.60000079870224
1125,madhouse,mental,-0.9502294063568115
1126,magnolia,maple,-0.3296470046043396
1127,majority,number,-0.5585042536258698
1128,maker,manufacturer,-0.027374625205993652
1129,makeup,people,-0.7830340415239334
1130,makeup,skull,-0.3640727400779724
1131,male,man,-0.27513235807418823
1132,male,tongue,-0.46995997428894043
1133,mallard,portrait,-0.49278509616851807
1134,man,sexy,-0.3080887794494629
1135,map,weed,-0.6213626265525818
1136,marble,marching,-0.5625317990779877
1137,marble,monkey,-0.5897428393363953
1138,marble,statue,-0.24239706993103027
1139,marble,stone,-0.05158567428588867
1140,marble,wall,-0.1547558307647705
1141,mark,trace,-0.8693704903125763
1142,market,sell,-0.3574625253677368
1143,married,person,-0.5893047451972961
1144,mask,roof,-0.5173039138317108
1145,match,stadium,-0.2862107753753662
1146,mature,mature,-0.0
1147,maxwell,transmission,-0.7419280707836151
1148,mayor,water,-0.8591003566980362
1149,meaning,translation,-0.4302600026130676
1150,measure,money,-0.23595178127288818
1151,measure,sea,-0.7908810079097748
1152,meat,pond,-0.7148966193199158
1153,mechanism,stabilize,-0.4181891083717346
1154,medium,organization,-0.8474859744310379
1155,melody,music,-0.14294904470443726
1156,memorial,people,-1.0318248197436333
1157,memorial,rope,-0.6983132660388947
1158,memory,operation,-0.5014413595199585
1159,merchandise,stock,-0.49149471521377563
1160,metal,silver,-0.4211324453353882
1161,metal,zinc,-0.3476055860519409
1162,metro,station,-0.16981720924377441
1163,microwave,radiation,-0.5337398052215576
1164,mill,sunflower,-0.466610312461853
1165,mill,wild,-0.6054135859012604
1166,mind,mind,-0.0
1167,mind,recall,-0.45839375257492065
1168,ministry,resident,-0.8541309684514999
1169,minor,minority,-0.7879745960235596
1170,mirror,raspberry,-0.7329584360122681
1171,mist,sunshine,-0.089957594871521
1172,misty,rain,-0.30632323026657104
1173,misty,scenery,-0.20726776123046875
1174,misty,sky,-0.08364391326904297
1175,misty,sunrise,-0.0931580662727356
1176,misty,weather,-0.338828980922699
1177,modification,surprise,-0.713159590959549
1178,money,pile,-0.6592262983322144
1179,month,week,-0.09072214365005493
1180,moon,mushroom,-0.6522296667098999
1181,moon,planet,-0.21339064836502075
1182,moon,sky,-0.05597454309463501
1183,moon,sun,-0.15235674381256104
1184,morning,sky,-0.35011714696884155
1185,morning,sleep,-0.6356789767742157
1186,morning,time,-0.48643946647644043
1187,moroccan,morocco,-0.363847017288208
1188,mother,pregnant,-0.11882644891738892
1189,mother,yeast,-0.788708284497261
1190,motor,vehicle,-0.19813984632492065
1191,motto,volunteer,-0.5465564131736755
1192,mountain,sea,-0.13672369718551636
1193,mouth,tongue,-0.044543445110321045
1194,move,shifting,-0.5949200689792633
1195,move,spread,-0.886107437312603
1196,move,stick,-0.630636602640152
1197,move,swell,-0.6246302127838135
1198,movie,television,-0.2788046598434448
1199,mural,paint,-0.3861284852027893
1200,murphy,potato,-0.839324414730072
1201,muscle,nature,-0.5690197944641113
1202,mushroom,salad,-0.02219480276107788
1203,music,sound,-0.2553216814994812
1204,musical,opera,-0.11992764472961426
1205,musician,piano,-0.19817525148391724
1206,narration,telling,-0.543550968170166
1207,native,rhodes,-0.5115466713905334
1208,nest,wasp,-0.29507434368133545
1209,night,sitting,-0.6418480277061462
1210,night,sunset,-0.28421449661254883
1211,noise,splash,-0.3153124451637268
1212,notebook,production,-0.7658746242523193
1213,nude,painting,-0.2755036950111389
1214,number,square,-0.8874371200799942
1215,number,web,-0.6152427792549133
1216,occupancy,percent,-0.1911296844482422
1217,ocean,sea,-0.06182599067687988
1218,ocean,underwater,-0.1359347701072693
1219,ocean,water,-0.44140470027923584
1220,opening,up,-0.5840794742107391
1221,opera,serial,-0.4273824095726013
1222,orange,pink,-0.12103629112243652
1223,orange,purple,-0.12280029058456421
1224,orange,red,-0.054218292236328125
1225,orange,strawberry,-0.155373215675354
1226,order,world,-0.917534664273262
1227,outdoor,swimming,-0.260466992855072
1228,outfit,skirt,-0.10750091075897217
1229,overflow,sewer,-0.2718164920806885
1230,padding,tower,-0.5377580225467682
1231,paint,puddle,-0.3248254060745239
1232,pakistan,radical,-0.468555748462677
1233,panorama,scenery,-0.16681301593780518
1234,paper,paper,-0.0
1235,paper,tattoo,-0.43930506706237793
1236,papers,security,-0.5600855946540833
1237,parade,store,-0.7494425773620605
1238,parade,table,-0.45198458433151245
1239,parcel,region,-0.4054664373397827
1240,parking,photographer,-0.7187599539756775
1241,parrot,wing,-0.5159799754619598
1242,part,pressing,-0.3750479817390442
1243,part,substance,-0.5258873999118805
1244,patch,spot,-0.3903017044067383
1245,patent,professional,-0.6704478561878204
1246,path,sunflower,-0.6944575905799866
1247,patio,room,-0.04945039749145508
1248,patio,sitting,-0.2041795253753662
1249,patio,swan,-0.4771825075149536
1250,patio,washing,-0.3399210572242737
1251,patronage,people,-0.7782403528690338
1252,patterned,professor,-0.8172264248132706
1253,pavilion,terrace,-0.08471924066543579
1254,paw,pet,-0.22216933965682983
1255,peace,war,-0.3581731915473938
1256,pebble,sand,-0.30123740434646606
1257,people,wounded,-0.49428606033325195
1258,perceive,touching,-0.36178523302078247
1259,perform,solo,-0.3792029023170471
1260,permission,tolerance,-0.5838640928268433
1261,person,technician,-0.8007527887821198
1262,petal,yellow,-0.09895241260528564
1263,phantom,shadow,-0.2977365255355835
1264,phone,stock,-0.7037099897861481
1265,photo,picture,-0.42690420150756836
1266,photography,portrait,-0.17785334587097168
1267,physical,resolution,-0.6039762198925018
1268,piano,wolf,-0.5597779750823975
1269,piece,sail,-0.8133192956447601
1270,pigeon,reading,-0.6646715998649597
1271,pigeon,round,-0.8158281445503235
1272,pillow,stone,-0.39256751537323
1273,pink,red,-0.04698300361633301
1274,pink,shade,-0.10632061958312988
1275,pink,yellow,-0.025034546852111816
1276,pizza,railway,-0.7551525235176086
1277,place,place,-0.0
1278,place,position,-0.5849538147449493
1279,place,siphon,-0.8521162271499634
1280,plane,radar,-0.23243874311447144
1281,plant,seed,-0.5183411538600922
1282,plant,skate,-0.9269723892211914
1283,plot,strategy,-0.4417344927787781
1284,pod,round,-0.6896632313728333
1285,point,second,-0.2890240550041199
1286,point,tennis,-0.7053604423999786
1287,point,trouble,-0.38499289751052856
1288,poll,straw,-0.7155762016773224
1289,poll,vote,-0.4470481276512146
1290,poodle,terrier,-0.055146872997283936
1291,porch,pug,-0.4051011800765991
1292,porch,staircase,-0.08401226997375488
1293,portrait,rocket,-0.822748064994812
1294,possession,possession,-0.0
1295,post,view,-0.6862249970436096
1296,post,white,-0.7344430983066559
1297,potato,sweet,-0.0711979866027832
1298,power,sway,-0.3338814973831177
1299,pregnancy,pregnant,-0.3138028383255005
1300,price,price,-0.0
1301,print,produce,-0.5709432661533356
1302,process,rule,-0.15377068519592285
1303,production,theater,-0.8380380570888519
1304,project,project,-0.0
1305,proper,right,-0.5694190263748169
1306,property,size,-0.5277473330497742
1307,protection,roof,-0.9262204468250275
1308,protocol,rule,-0.13096457719802856
1309,publish,show,-0.3902174234390259
1310,puddle,street,-0.382030725479126
1311,purple,red,-0.042642951011657715
1312,purple,shade,-0.11708986759185791
1313,purple,stripe,-0.06076091527938843
1314,put,space,-0.703355610370636
1315,quiet,silence,-0.3424254059791565
1316,race,racing,-0.08460277318954468
1317,racing,shirt,-0.592846155166626
1318,racket,tennis,-0.5587321221828461
1319,radical,uniform,-0.6216493248939514
1320,rail,train,-0.06917107105255127
1321,railroad,underground,-0.162533700466156
1322,railway,station,-0.05012935400009155
1323,railway,train,-0.09312772750854492
1324,rain,sun,-0.16746509075164795
1325,rainbow,whale,-0.27211153507232666
1326,raise,shoulders,-0.792357012629509
1327,raising,upbringing,-0.8549806773662567
1328,rap,tap,-0.35397541522979736
1329,ray,shark,-0.6986055970191956
1330,read,reading,-0.20223665237426758
1331,recognition,recognition,-0.0
1332,recognition,seeing,-0.7666246145963669
1333,record,score,-0.21178579330444336
1334,record,write,-1.0328149423003197
1335,red,shade,-0.14418524503707886
1336,red,tea,-0.31213152408599854
1337,red,white,-0.05931580066680908
1338,redhead,reflection,-0.600551038980484
1339,relax,sunshine,-0.4188966751098633
1340,religion,trinity,-0.6048093140125275
1341,representative,voice,-0.8292373269796371
1342,reptile,swim,-0.3839133381843567
1343,reptile,wild,-0.21340084075927734
1344,reservation,reservation,-0.0
1345,resistance,resistance,-0.0
1346,restaurant,shopping,-0.23938918113708496
1347,restaurant,sushi,-0.16195327043533325
1348,restaurant,violet,-0.6988526880741119
1349,review,study,-0.35519707202911377
1350,reviewers,writer,-0.5855922102928162
1351,rice,soup,-0.02963244915008545
1352,rice,yellow,-0.522216260433197
1353,river,stream,-0.29213327169418335
1354,riverside,vietnamese,-0.780295342206955
1355,road,sidewalk,-0.38331806659698486
1356,robbery,rolling,-0.7252900302410126
1357,rock,stone,-0.3536067008972168
1358,rodent,smile,-0.5939016044139862
1359,rolling,sound,-0.4521518349647522
1360,roof,stair,-0.059008777141571045
1361,roof,tile,-0.136627197265625
1362,room,stair,-0.15143972635269165
1363,rope,shore,-0.5636876821517944
1364,rose,rose,-0.0
1365,rough,rough,-0.0
1366,round,travel,-0.6403437554836273
1367,row,terrace,-0.37465810775756836
1368,rugby,soccer,-0.06874483823776245
1369,ruin,shore,-0.5327789187431335
1370,ruin,stone,-0.6542881429195404
1371,ruin,town,-0.7445383965969086
1372,run,train,-0.5954200029373169
1373,running,sprint,-0.33575159311294556
1374,rust,rusty,-0.24656319618225098
1375,rusty,shade,-0.4368036985397339
1376,sacrifice,sacrifice,-0.0
1377,sailing,sunk,-0.3693721890449524
1378,salad,soup,-0.0018979907035827637
1379,salad,sweet,-0.08593684434890747
1380,scenery,shore,-0.36530327796936035
1381,scenery,sketch,-0.3674314618110657
1382,scenery,skyline,-0.21128422021865845
1383,scenery,sunshine,-0.2605202794075012
1384,scenery,trail,-0.2755393981933594
1385,scenery,valley,-0.4613804817199707
1386,school,traffic,-0.8635806292295456
1387,science,shelter,-0.6768426895141602
1388,sea,sing,-0.7687882035970688
1389,sea,swim,-0.3879530429840088
1390,seal,washers,-0.3278094530105591
1391,season,summer,-0.36823564767837524
1392,second,time,-0.44744545221328735
1393,session,surprise,-0.5790422856807709
1394,sexy,smile,-0.22266936302185059
1395,shade,sunlight,-0.1809508204460144
1396,shade,whale,-0.47252732515335083
1397,shade,yellow,-0.10196346044540405
1398,shed,traffic,-0.5695803165435791
1399,sheet,window,-0.27131885290145874
1400,shifting,shifting,-0.0
1401,shirt,show,-0.7469618916511536
1402,shirt,skirt,-0.012562274932861328
1403,shoot,sucker,-0.19937890768051147
1404,shop,shopping,-0.14566481113433838
1405,shop,summer,-0.823362722992897
1406,shore,swim,-0.28718650341033936
1407,shore,valley,-0.16288894414901733
1408,shore,waterfall,-0.24649906158447266
1409,shore,woodland,-0.23651856184005737
1410,shot,shot,-0.0
1411,side,street,-0.4243693947792053
1412,sight,vision,-0.4627688527107239
1413,sign,street,-0.7063938081264496
1414,silence,still,-0.39516395330429077
1415,singles,tennis,-0.1534518003463745
1416,sit,sit,-0.0
1417,situation,things,-0.3040121793746948
1418,skate,skating,-0.08427011966705322
1419,sketch,texture,-0.58070307970047
1420,skin,television,-0.9892933955416083
1421,skull,storm,-0.6521846652030945
1422,sky,sunlight,-0.18805360794067383
1423,skyline,skyscraper,-0.09007370471954346
1424,slash,stroke,-0.8251509219408035
1425,slave,work,-0.6337713301181793
1426,slave,worker,-0.26463836431503296
1427,sleeping,waking,-0.24659985303878784
1428,small,valley,-0.5270675718784332
1429,smash,success,-0.5676531195640564
1430,smile,stand,-0.41174405813217163
1431,smoking,sunny,-0.5680294036865234
1432,snake,taxi,-0.5155006051063538
1433,snap,touch,-0.29762130975723267
1434,snow,sunshine,-0.1509416699409485
1435,space,space,-0.0
1436,species,stability,-0.9737762063741684
1437,spiral,staircase,-0.25617319345474243
1438,splash,swim,-0.32319527864456177
1439,spring,sunshine,-0.12775957584381104
1440,sprint,standing,-0.8879202678799629
1441,square,town,-0.28169262409210205
1442,stair,steel,-0.21662932634353638
1443,stamp,weave,-0.38038378953933716
1444,star,storm,-0.7404511272907257
1445,statement,word,-0.4433559775352478
1446,station,train,-0.09067988395690918
1447,steel,weapon,-0.5858478844165802
1448,steel,wing,-0.4571123719215393
1449,stock,stock,-0.0
1450,stone,wall,-0.19297337532043457
1451,storm,sweet,-0.8447312265634537
1452,storm,thunderstorm,-0.04396277666091919
1453,straight,stretch,-0.30376142263412476
1454,strains,trouble,-0.5133863091468811
1455,strawberry,sweet,-0.04716092348098755
1456,strawberry,tomato,-0.11952316761016846
1457,string,string,-0.0
1458,string,team,-0.6640559136867523
1459,stripe,violet,-0.1450948715209961
1460,stripe,white,-0.11096829175949097
1461,stroke,stroke,-0.0
1462,study,study,-0.0
1463,subway,train,-0.058220505714416504
1464,suffering,suffering,-0.0
1465,summer,weather,-0.2318444848060608
1466,sun,sunshine,-0.13146591186523438
1467,sunglass,weed,-0.9755406379699707
1468,sunny,sunset,-0.19060879945755005
1469,sunny,wet,-0.44056856632232666
1470,sunny,winter,-0.11655884981155396
1471,sunshine,weather,-0.21301549673080444
1472,supporters,trader,-0.9617949016392231
1473,surf,surfer,-0.23671144247055054
1474,swim,swimming,-0.08933031558990479
1475,swim,underwater,-0.3851807713508606
1476,swim,vehicle,-0.6498870849609375
1477,tea,village,-0.764339417219162
1478,tenure,term,-0.1760859489440918
1479,term,term,-0.0
1480,things,things,-0.0
1481,town,village,-0.030351758003234863
1482,track,yellow,-0.6932501792907715
1483,trading,trading,-0.0
1484,trading,traffic,-0.6512264013290405
1485,trailer,vehicle,-0.23570036888122559
1486,travel,wandering,-0.6062677502632141
1487,travel,wood,-1.0416438579559326
1488,troops,troops,-0.0
1489,upgrade,upgrade,-0.0
1490,van,vehicle,-0.5585952699184418
1491,vanished,vanished,-0.0
1492,vine,wine,-0.38161247968673706
1493,violet,yellow,-0.10658395290374756
1494,washer,worker,-0.4489641785621643
1495,water,water,-0.0
1496,ways,ways,-0.0
1497,white,white,-0.0
1498,wife,woman,-0.14777040481567383
1499,word,word,-0.0
